,Unnamed: 0,smile,label,x,y
165,165,N#CC1=C(OC(F)(F)F)C(=S)C(=CC1=S)N(=O)=O,False,0.2128331324298299,0.6794926890682046
166,166,S=C1C=C(C)C(=S)C=C1OC(F)(F)F,False,0.448534032287189,0.9735179384743303
167,167,S=C1C(=CC(=S)C(=C1O)S)OC(F)(F)F,False,0.46340851981640224,0.9768207648660399
168,168,CC1=C(C)C(=O)C(=C(C1=O)S)S,False,0.6616426948186177,0.712862646097268
169,169,Nc1ccc(c(c1Cl)C(F)(F)F)N,False,0.8040312082056134,0.42799663530793625
170,170,Nc1c(OC(F)(F)F)c(O)c(c(c1Cl)C)N,False,0.8473212104043666,0.6871741420675287
171,171,N#Cc1c(C)c(N)c(c(c1N)C(F)(F)F)S,False,0.930710872111541,0.5980823642913687
172,172,O=C1C=C(C(=O)C(=C1C)Cl)C(F)(F)F,False,0.43501269752163807,0.6051729707947447
173,173,COC1=C(O)C(=O)C(=CC1=O)C(F)(F)F,False,0.4712003820565424,0.5997997663872177
174,174,O=N(=O)C1=CC(=O)C(=C(C1=O)OC(F)(F)F)S,False,0.3842058589171678,0.5400334212644771
175,175,N#CC1=C(NC1)OC(F)(F)F,False,0.5541409048555367,0.32630995212328473
176,176,Fc1cnc([nH]1)S,False,0.5518451543817665,0.2619679970569468
177,177,N#CC1=C(OC(F)(F)F)C(=O)C(=C(C1=O)O)Cl,False,0.3904140515531614,0.7239215921442949
178,178,COc1c(N)c(OC)c(c(c1C(F)(F)F)N)S,False,0.8208632757418195,0.6450717401992337
179,179,COC1=C(O)C(=O)C(=C(C1=O)OC(F)(F)F)OC(F)(F)F,False,0.5416859876387801,0.6830991161558873
180,180,O=C1C=CC(=O)C(=C1)F,False,0.4442048652142041,0.6317487106804061
181,181,N#Cc1c(C#N)c(N)c(c(c1N)Cl)F,False,0.957938147923068,0.6404820526236376
182,182,COC1=C(F)C(=S)C(=C(C1=S)OC(F)(F)F)F,False,0.4910129170261733,0.8329449160547008
183,183,S=C1C(=C(O)C(=S)C(=C1Cl)C(F)(F)F)F,False,0.6155180992983641,0.8859775985540339
184,184,O=C1C(=CC(=O)[C@@H](C1=O)N(O)O)O,False,0.611532182442381,0.6771731231644087
185,185,COC1=C(C(=S)C(=C(C1=S)N(=O)=O)F)C(F)(F)F,False,0.1403688009898468,0.6625169280936986
186,186,N#Cc1c(N)c(S)cc(c1O)N,False,0.8932433760242463,0.5220196419540623
